Gas,"NFR/CRF Group",Source,Activity,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Carbon Dioxide as Carbon",1A2gviii,"Other industrial combustion","Petroleum coke",kilotonne,-,-,57.1145972587665,58.6998278786968,60.7108842243327,89.5374178767636,93.5115687740713,81.1370245685641,80.4592517492038,79.9151724645507,79.6596583450615,70.7471953039766,58.5355947413266,58.6662877970546,63.0927769400663,74.2729891961837,55.8765057808753,56.734102996898,42.2732401554026,40.2104784666464,77.8555432523448,31.2410636959351,93.6056879792103,130.093007581305,118.441344826176,25.4527981288417,17.4206677423683,21.1628466055362,32.4552272408816,26.9575119044142,26.3769502130408,27.6140619743682,24.6121229070901
"Carbon Dioxide as Carbon",1A3a,"Aircraft - domestic take off and landing","Aviation spirit",kilotonne,17.643133837336,16.8702198247598,19.1543095153937,17.7552246092815,20.7867175623242,21.147469392419,23.9065668103449,28.1662483733597,27.0731065436066,33.9781931245287,40.9508946675216,46.3243155973334,37.6701130795559,35.5537691171471,38.8988823198997,39.1998683280267,33.7472653619898,23.6564859136811,21.2391110132111,15.1491111003094,15.8826522378596,15.6218832585319,13.1631309237937,11.5055581898102,13.6955474846427,8.69038287200583,9.38575301557399,9.41754275974918,8.42443058584665,6.33507647987345,1.49618983564496,9.17895326082848,10.9219037971442
"Carbon Dioxide as Carbon",1A3a,"Aircraft - domestic take off and landing","Aviation turbine fuel",kilotonne,111.409796505913,108.963442880086,108.135335732338,107.984490783575,98.3557227520658,103.519595672367,117.681607291125,119.359224706651,127.908272734589,143.612110313509,152.928491232704,157.286864846771,158.445270596408,162.759788964465,171.317633542572,189.962810816976,182.567303185426,173.311952880776,161.38308311709,141.911835897957,132.809549786389,125.630705740124,119.216999058246,123.258252659976,112.91771231219,114.931431107205,107.558007868196,115.884490173329,109.018861033182,103.695239178334,42.4059351145362,52.7672803578026,86.4669017521559
"Carbon Dioxide as Carbon",1A3a,"Aircraft - domestic cruise","Aviation spirit",kilotonne,1.16514139298905,0.783712937559538,0.663702691234295,0.97622492054696,0.384013474467171,0.165478952469148,0.182105480434572,0.238657725672647,0.165673364175208,0.227913411448132,0.115518816170215,0.153038035946615,0.0689974504033233,0.083812227564272,0.04989060757508,0.0823498723261325,0.116539726032231,0.0479497665100177,0.0466508685272065,0.0460392777158667,0.0444463070950253,0.0591306859891405,0.0760786559884846,0.071517434096105,0.0494173950848104,0.0485714502681906,0.0598080267871373,0.0953923039234231,0.0792289352933147,0.0539842871003145,0.0425230823660413,0.040857869209528,0.0375687584011532
"Carbon Dioxide as Carbon",1A3a,"Aircraft - domestic cruise","Aviation turbine fuel",kilotonne,272.141675465963,280.03241931893,279.996694245774,269.812713230235,248.901149445631,264.073090048654,293.386082140548,299.854967516207,324.808728304156,361.341981160894,384.403650480595,399.190628047873,400.974531355173,409.642584920678,428.174639116552,473.762808074405,453.994933085821,434.618833675549,417.267006088544,371.318791223198,341.786754886723,326.84195653197,312.593282072069,318.901682394565,292.408141044654,299.239553474832,276.604102356537,296.007696489567,278.045878319024,265.518005951523,109.097116926413,136.379257113312,202.248227544789
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and CDs - TOL","Aviation spirit",kilotonne,1.63227108117953,1.36644289516953,1.57587654100299,1.56016141859689,1.84421246913943,1.82296955886535,2.03236360491344,2.17785712991099,2.06663809360132,2.55187541576806,2.80022488371442,3.23298006458995,2.84010696162019,2.63379487943624,2.70091967053447,2.83545442666721,2.79305259697366,2.09791052585275,1.94190031369992,1.40581806443028,1.50173803281166,1.52777862068475,1.17117533810705,1.11231549888065,1.27832093721431,0.799808759996076,0.724723155082457,0.575620427827017,0.544778276501348,0.348701708521248,0.0449376044445925,0.335246069585371,0.599224558177895
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and CDs - TOL","Aviation turbine fuel",kilotonne,14.4971637010332,13.1076914180879,13.1972006989226,13.5335511964138,12.8936372914158,13.2865766202277,14.214078808911,15.4945985453856,17.008210380163,15.5766523930596,18.0975661445862,18.1355347269825,19.4639578587838,20.5414984366216,22.7009974257059,22.5457654901399,21.1043186590085,22.2388745798877,22.1598822301903,20.3479764370349,21.7387058793462,20.9215690122722,19.9235541758427,18.0536026224326,17.6455612425423,17.2072713808696,15.8447180321528,16.7300696118839,16.2307754365786,17.2340600509451,5.78784660588382,8.31197622991071,12.944475470324
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and Gibraltar - TOL","Aviation turbine fuel",kilotonne,1.73451291898607,1.51124931589309,1.54094618705446,1.64532580361197,1.52416649754024,1.36191764534837,1.1601903383063,1.09225200509249,1.14963703032072,1.1291283239398,1.22779414194406,1.2727301082451,1.35589005527034,1.48964269281541,1.75678717584682,1.92369371993403,1.75060075978535,1.43363910490476,1.78768930374473,1.69090192191483,1.44770219370253,1.7583535709764,1.6653285225687,1.75820885219892,1.8658416234631,1.87584324632831,2.41300846670523,2.44456686293243,1.72852469278131,2.00094209439311,0.835566882178387,1.33553075203105,1.80745066363828
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and other OTs (excl Gib. and Bermuda) - TOL","Aviation turbine fuel",kilotonne,1.05813297441904,0.742469380407515,0.684487013110181,0.739787824057224,0.719864374909647,0.691512868907444,0.644456210421387,0.614903876685719,0.725528901029658,0.435062569875399,0.823247098009748,0.828546371717403,0.710481102416366,0.728360605828121,0.860616519180115,0.93140199602913,0.943593029584551,1.00163719812351,1.08045316192707,1.09799952008899,1.00879330530308,0.673727741933471,0.559245083371895,0.53923441434726,0.541757946191953,0.528141784619684,0.47762955230967,0.526950279486474,0.49654646082984,0.488068475907174,0.448087575432863,0.443180027428368,0.333001989197626
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and CDs - Cruise","Aviation spirit",kilotonne,0.389140086366123,0.393785886251425,0.622342409597259,0.833156709426948,0.295674273699264,0.272430533027459,0.342069996012291,0.36358143143174,0.383677856548495,0.322786132245883,0.2316308107995,0.221417004365387,0.242661453508614,0.261575582258931,0.370451457407623,0.471240061210596,0.501722502147176,0.266191047619155,0.232784288006818,0.195530594865439,0.169191076647013,0.195885143229521,0.200073185828348,0.19197794852237,0.130856613324291,0.0843925363764266,0.115030839830375,0.0666656089294025,0.0326437023471106,0.0545884108695099,0.00177220186666527,-,-
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and CDs - Cruise","Aviation turbine fuel",kilotonne,34.7493543843414,30.9364501062619,32.8722291306442,35.2889990525421,32.6290211810898,32.5873936787621,33.4502325967486,34.9198523669025,37.1756218033398,36.2298555067953,39.6183581267142,39.3944810549862,40.1209335087256,40.9726685132046,46.2407802571374,46.6103280056115,43.1538322799949,43.9447735041948,43.0444777063136,38.8457569036647,41.2871881924649,40.6239318425002,39.3575295905332,35.0918195218633,35.9067885011468,33.8926508571176,32.5073639625915,34.9216763253241,32.8364944174775,33.7744828235412,11.7223752740836,18.3288980383804,27.6421462124473
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and Gibraltar - Cruise","Aviation turbine fuel",kilotonne,13.2572459478762,11.4883451589172,11.9851567506396,12.0982801225361,11.1912175915247,10.4211951107477,9.08340968023125,8.64564467586196,9.25561593435066,9.19248909237639,9.83464757081388,10.1778530667573,10.6778741004859,11.5550730669152,13.8814817234457,15.1107610925834,13.5351560367677,10.803809513514,13.6205224064525,13.3241650717361,11.6528242765598,14.5530947709338,13.9359025511567,14.1240535525599,14.9165610541633,15.0454115250689,19.0388261919607,19.343072775852,13.2593530561351,15.3548860755807,6.72623844694534,10.9906178897132,14.5519031165404
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and other OTs (excl Gib. and Bermuda) - Cruise","Aviation turbine fuel",kilotonne,16.6871726615263,9.9411744453575,11.633030872661,15.3026189042314,10.4257206520319,7.48419989787452,6.53869925160313,6.5983763858232,13.0690420671786,1.71248405159649,4.95556110587792,10.6801307579551,10.2978550307064,10.3402628133515,10.8634776320866,11.1192006450274,11.042855627951,11.0052723862702,11.0839855024198,11.285547403544,11.560045302798,3.61175536946461,0.868558933504953,0.938465731315176,0.853536830558513,0.840345378661999,0.905832176550894,1.01718826674179,0.921828188463138,0.956003694473777,2.52059248180405,3.70586884811704,3.26161137909081
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and Bermuda - TOL","Aviation turbine fuel",kilotonne,1.14235670258341,0.881414813749542,0.427205900920784,0.575903968960108,0.600325319172064,0.676221245354527,0.776803291151253,0.639964955581768,0.771062958383448,0.782644921274914,0.867890332005646,0.77912163934577,0.866922015850326,0.834691029489938,0.979001983099683,1.09996025610914,1.57303950281245,1.55805582001192,1.5044426283041,1.46374415100252,1.40921574676149,1.36095214645642,1.34508572314686,1.35782923862624,1.31676035205268,1.3029741146031,1.36706478433082,1.39216008371392,1.37669068894212,1.37894841430611,0.552228132038373,0.674821923509927,0.910018864900398
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and Bermuda - Cruise","Aviation turbine fuel",kilotonne,22.2843129335245,16.9028719416286,8.37479976147126,11.2014031765799,11.6578882655954,13.2100519294666,15.192073106504,12.5055937937137,13.5221784889657,13.5933846325935,14.6512746209866,15.0213166170601,14.3270732786436,13.8076023706343,16.1802848084155,18.1719213348972,26.953168091816,26.1888852649761,25.0736040731285,24.2544636567607,24.3576617032638,23.7159704816466,23.4010252022153,23.3371832547037,22.8595191291213,22.9042279656605,24.8470355230068,25.3880338527236,24.9450036294421,24.7663737076314,10.2547523419364,13.5137109361128,18.5965677209307
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and other OTs (excl Gib. and Bermuda) - TOL","Aviation spirit",kilotonne,0.0220179169408477,0.0391845416428971,0.0387082454978248,0.0302174981975031,0.0260542488416695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.158297960737672
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and other OTs (excl Gib. and Bermuda) - Cruise","Aviation spirit",kilotonne,0.0138679567532147,0.0250169227037834,0.0228131973745807,0.0175831626008071,0.0170163507672853,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.584113073004318
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and Gibraltar - TOL","Aviation spirit",kilotonne,-,0.0030098646085752,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Carbon Dioxide as Carbon",1A3a,"Aircraft between UK and Gibraltar - Cruise","Aviation spirit",kilotonne,-,0.0529150950050219,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Carbon Dioxide as Carbon",1A3bi,"Road transport - cars - rural driving",Petrol,kilotonne,6083.1085632819,6002.30742565109,6112.69082751927,5879.27622901189,5729.94305241087,5537.87751161998,5668.42743841601,5655.09011901071,5509.90620211533,5545.15066377546,5444.67728987208,5369.20170420712,5439.9097615077,5275.41789247669,5228.59312728876,5067.50428460602,4925.36930809321,4764.654907573,4535.69115071381,4283.08067856805,4004.47561474112,3816.29011616141,3611.89468176625,3454.35347536422,3371.01628839969,3262.22105813247,3286.77408582912,3280.84600200807,3234.26242765277,3306.96406756459,2482.42867593834,2730.00754311882,2962.59851207533
"Carbon Dioxide as Carbon",1A3bi,"Road transport - cars - rural driving",DERV,kilotonne,269.641808600005,307.710838413759,393.777192229837,503.69616085141,675.544571438891,802.403426797303,931.715765894684,1039.83438985172,1098.3313772327,1175.40314705239,1232.33482023047,1332.16612887956,1515.85362106992,1675.76244676558,1863.6682839576,2077.7719588233,2288.82963225037,2476.37074677079,2631.26483906812,2688.2181345825,2798.50478488503,2956.34496650368,3077.46223578629,3187.58651949806,3418.52650240193,3659.48244184757,3864.14715034955,3942.56203737222,3892.45295467045,3749.67465703244,2762.69185197673,3054.64017304755,3017.47495957625
"Carbon Dioxide as Carbon",1A3bi,"Road transport - cars - urban driving",Petrol,kilotonne,8110.03319315503,8009.05762956747,8046.13370521844,8165.72618250796,7832.25968099348,7538.42621426449,7615.53293603064,7497.5176860193,7375.79609514452,7461.8890263942,7326.05726759011,7183.58200067658,7175.21206547205,6815.79978980176,6606.26360087076,6322.23010242523,6021.14536444756,5820.49774820553,5557.2800339588,5226.53335234314,4812.39790865198,4634.43805404774,4408.8867102832,4188.96749638234,4164.43272339909,4113.4722785495,4011.00110726792,3893.93281412361,3795.57004490844,3838.28885256074,3061.53993519901,3351.22776597496,3530.72744209959
"Carbon Dioxide as Carbon",1A3bi,"Road transport - cars - urban driving",DERV,kilotonne,450.957350954452,505.48524697098,621.204650672904,778.498966777486,970.696601145357,1109.09520025591,1241.29707609182,1341.5030089447,1408.0542871766,1490.3465139952,1544.83694949589,1636.76888399926,1808.23657844791,1939.24496754892,2089.61159232885,2278.47431390846,2449.4320863146,2649.28122161364,2696.12732227125,2756.35367946149,2845.19115674296,2991.05296776053,3124.48803327386,3238.77042050729,3307.7333951103,3363.73739900611,3491.0466524006,3577.8526692557,3508.10083835445,3342.02910634401,2545.9406966132,2760.7971916168,2691.65016606761
"Carbon Dioxide as Carbon",1A3bi,"Road transport - cars - motorway driving",Petrol,kilotonne,2150.96231681481,2088.93352106112,2117.13524943636,2111.40021523147,2062.12140418049,2026.54468396713,2124.83516644741,2163.81578029306,2179.05314557629,2208.57994427796,2174.74975660228,2166.99156305666,2161.78987346964,2054.42827076001,2038.97016800069,1951.87553546829,1867.97272632323,1786.09266403231,1691.87086719152,1638.52373467589,1524.23813275291,1440.71283300651,1350.7131442226,1265.94473102353,1224.7218187297,1186.93706116566,1177.27526316806,1162.36179383626,1155.53957358481,1209.6081896921,880.18219035094,1060.69154436644,1238.79827381311
"Carbon Dioxide as Carbon",1A3bi,"Road transport - cars - motorway driving",DERV,kilotonne,128.316301540951,142.143831719346,180.240118776953,241.684298276271,328.329123720323,399.515137869082,476.154089037992,542.379918379272,592.10206283247,637.679964739038,670.02168048294,731.29123648582,823.044377089275,899.846553360639,1012.89729359964,1130.66795405578,1244.24094263064,1350.46869201873,1405.28418231392,1413.99783433896,1438.99416725491,1560.8569387933,1655.15913178143,1734.66643767901,1801.77773904862,1893.0762107308,1947.66099188685,1951.0244015323,1892.70206357995,1817.32768414897,1146.80088200958,1230.55740820811,1302.73993577499
"Carbon Dioxide as Carbon",1A3bi,"Road transport - cars - cold start",Petrol,kilotonne,2071.173658477,2134.37323745965,2128.45288563494,2142.06852286742,2018.31933433112,1935.02530346199,2069.56298619546,1958.7001545024,1948.35007334995,1959.96579956022,1958.29078260859,1962.92611060926,1919.61773478476,1853.70301348816,1819.83596095746,1766.35169803508,1676.36198724831,1618.65078718453,1575.38165282927,1487.82035821109,1453.31004325422,1289.52447555374,1272.22853512366,1220.69869263884,1137.38883346812,1136.35704295186,1127.75913565999,1095.3634216201,1076.81145052647,1099.26905481817,827.64365822757,939.621513380391,983.470065969031
"Carbon Dioxide as Carbon",1A3bi,"Road transport - cars - cold start",DERV,kilotonne,70.310893571418,83.6807679891303,104.21928513412,136.067666663591,172.411965497985,200.665943792053,243.375772140341,252.624203236008,269.764729999308,285.361640370306,301.936674301936,330.031781919851,357.455726593301,391.840948219572,429.68312138462,477.96772191216,514.183383420468,556.094989431423,596.669800711359,607.732897065538,664.951684535586,644.036729416755,706.195420741829,739.675400214711,724.585811624454,780.412578536392,816.046039002702,819.288925264794,807.767232020886,776.047031271196,552.526367362501,618.37608770529,591.937755926791
"Carbon Dioxide as Carbon",1A3bii,"Road transport - LGVs - rural driving",Petrol,kilotonne,617.306867737496,600.606827165257,568.717789998988,535.239536901641,494.091624276449,442.770440101276,429.507820655664,402.340111100478,368.058019539145,325.821400074239,281.386740996922,241.680195404507,210.078219246383,181.396656175518,159.822672736214,141.46127445656,122.839090487141,114.743855634083,105.124859347633,92.6034467346543,84.5773351209658,76.8336944191402,71.7438957984692,65.8503305982993,63.4560305811999,60.749872359562,60.0585432900333,58.092602841938,55.7061806247391,54.9746266701827,47.2323517879463,50.7877569702679,52.8900876959496
"Carbon Dioxide as Carbon",1A3bii,"Road transport - LGVs - rural driving",DERV,kilotonne,389.979936927364,452.776331006856,511.280321698752,564.822204316446,657.274685415131,700.736910795647,778.74157295771,860.730286561875,927.354157561051,970.962104635536,1010.00106124002,1065.30944046433,1127.27280880498,1191.71280928472,1243.44422446125,1304.73402654938,1357.95056909041,1457.04299333663,1403.71663837729,1399.58657661352,1443.43279199369,1448.64462053871,1504.37984494802,1525.14842972405,1629.0436950745,1744.17892528943,1932.36763733911,1977.29527262047,1998.62468611605,1965.22188121411,1765.96749465151,2017.97729562329,2047.926811948
"Carbon Dioxide as Carbon",1A3bii,"Road transport - LGVs - urban driving",Petrol,kilotonne,927.587749051986,898.795149223739,827.867005780951,753.744432500601,693.028918113491,617.006267369813,575.721366031894,531.219806485071,472.381987816368,424.519779376125,362.928604340352,306.905157691988,265.908926410211,232.789613039098,205.266902869996,178.703128240775,153.261238031281,136.812879210205,124.241061190463,107.393139481124,97.8332974488219,90.255537306088,81.9960784374482,74.7919985572063,72.4838765606823,67.2142315916613,63.0241560450317,59.1397506419996,54.7774366258052,48.1766493759242,42.9570764818574,44.1826099165273,43.4191541026105
"Carbon Dioxide as Carbon",1A3bii,"Road transport - LGVs - urban driving",DERV,kilotonne,506.093120524902,583.536907218368,638.854042827822,682.147897550026,789.639634725325,836.692335472341,895.180289428419,975.048063398728,1022.18050492337,1086.91397592658,1120.32827885429,1162.98602166553,1222.89572360816,1313.99499590289,1377.4219542798,1423.74844956066,1462.7268882781,1503.00565409997,1411.08591660521,1384.28798359964,1434.08793603324,1459.29796901817,1468.63572268732,1463.33502016025,1535.80790274485,1579.30780204898,1653.04857772803,1644.29284887841,1621.14029531475,1566.87291424997,1433.07938454859,1558.8208749919,1507.53072791285
"Carbon Dioxide as Carbon",1A3bii,"Road transport - LGVs - motorway driving",Petrol,kilotonne,198.293586791617,181.162511617098,176.466763007227,182.02331486808,169.732270679999,159.987978058294,159.389232101524,151.741420588923,136.704071407757,119.059310500217,105.112285607269,90.6970111447694,78.1677487210927,66.9290456258185,61.0305423713836,53.7210241808705,47.7975303507459,43.0099758676795,38.6414209042527,34.3462160963742,30.5773066288548,29.0642993933892,27.7706664509809,26.4869119697909,25.2957113133835,24.2847360934469,23.2960458287224,22.9114591865462,22.2216006996335,22.2997332292524,19.805587835435,22.0899501235967,23.5702960076729
"Carbon Dioxide as Carbon",1A3bii,"Road transport - LGVs - motorway driving",DERV,kilotonne,149.817864102182,163.296206103033,189.646960579283,229.521412969821,269.691012594794,302.222576197147,344.913261052329,387.188642120311,410.571356360051,422.599297396096,448.775515118103,474.695351248976,494.384620288035,519.363980533679,562.389043484302,588.444172820541,626.158303581594,649.036968816987,613.212830488618,616.477916437989,621.879964282298,649.253093071927,682.408990624476,710.297388197821,740.717196012879,784.97191494091,835.34627209397,861.779415534181,872.363126104813,865.445527080695,799.469274591593,942.819839818547,976.283694248814
"Carbon Dioxide as Carbon",1A3bii,"Road transport - LGVs - cold start",Petrol,kilotonne,222.176224543074,224.254168152158,207.032423700069,196.331414790121,176.407537638384,157.380640959397,157.669315314046,139.265628850524,126.537903273528,111.91185021067,97.9815813451292,85.2652661058886,72.0747592846463,63.2240129096141,56.2098123124653,49.8859826401538,42.975093029772,39.4737365926779,37.0247934059077,32.2511736474483,30.8442925399093,26.527503470076,26.0642011468937,24.8774097020744,23.3177408676459,23.3297905046003,22.5855153857645,21.1118593290463,19.7469535979871,18.5817714345451,15.8057647521829,17.0717124235295,16.7589789916454
"Carbon Dioxide as Carbon",1A3bii,"Road transport - LGVs - cold start",DERV,kilotonne,90.7428207284091,109.949320863264,121.026108517487,135.67663717215,153.159607130891,162.794064285278,188.943788244678,195.227139444118,208.779861569134,217.197566264807,228.773796610147,244.206634120733,247.933783219801,265.361656745204,278.203266329114,291.539158301512,298.689421386501,313.290184149424,306.331108886911,303.305547018324,330.888170421892,307.140496712504,330.750245554298,337.775386443029,333.839595901513,361.547925698678,390.29882496533,390.473901403756,392.970606380985,385.892229643038,344.690451900815,400.466872615713,385.894166212987
"Carbon Dioxide as Carbon",1A3biii,"Road transport - buses and coaches - rural driving",DERV,kilotonne,414.128961712805,360.963829345762,340.305636622306,342.024462068214,342.9538229811,347.704481815597,352.970010704551,351.435916307324,327.783995105523,337.101397013651,332.089762843219,325.64244141847,343.806847933436,338.24510587999,304.113657247557,288.973506666687,298.026620914111,312.776407155092,281.410075830092,284.258019431059,283.081003351404,258.371311865149,255.359900390878,253.555975584061,255.950079190112,245.111557080663,229.011084546819,227.807174944702,214.011312961989,198.597320740201,145.271278374991,165.749040492855,168.978104440617
"Carbon Dioxide as Carbon",1A3biii,"Road transport - HGV articulated - rural driving",DERV,kilotonne,1189.75801466746,1170.91842952492,1194.57818934261,1161.62603093185,1216.27316265006,1219.04309792215,1255.68878825964,1270.11939237423,1248.28113120337,1238.08128502704,1214.24969134592,1210.30158987958,1253.38989228477,1258.87941248345,1271.30920238732,1278.74676827178,1303.11888849021,1331.0386001689,1246.2983447664,1141.69859333154,1155.79138617636,1125.23693529242,1113.5761138012,1110.44146386641,1121.80191331387,1182.80379433256,1224.92674028706,1264.29377034915,1290.10653519755,1261.78421344835,1190.46347025013,1320.67993654023,1258.58638008781
"Carbon Dioxide as Carbon",1A3biii,"Road transport - HGV rigid - rural driving",DERV,kilotonne,1247.4054232252,1190.72740511607,1198.44045951564,1137.44202956034,1168.08710498712,1144.07073209667,1137.26244306474,1123.02002040936,1092.64591827682,1081.7303881187,1052.89418106317,1045.38316016651,1087.79333995828,1106.6926549344,1097.80949002049,1125.99313741777,1123.34562423149,1155.56591170899,1054.08646148374,958.866069165188,974.537837973728,942.413581050864,920.347237666114,913.210872318866,916.733125652229,946.882369028771,985.351861168592,975.746981252158,931.240753435426,886.640858633267,808.21056453905,877.009655569278,828.925599469688
"Carbon Dioxide as Carbon",1A3biii,"Road transport - buses and coaches - urban driving",DERV,kilotonne,885.181553185425,983.00279884522,978.730598921342,986.359137855112,1004.56720099308,1029.24834738398,1040.12537388104,1040.8560019188,998.548688996409,976.891184477394,900.868385580941,872.055108079708,854.087871996519,891.883313657436,861.34742920198,862.929767619077,854.66810826238,872.737507148622,764.818250072043,759.162977746868,779.667923610472,720.896466378152,737.404643164555,693.143987882861,682.536142411304,654.747280099379,643.90618628082,595.864839859216,559.603423943672,520.243036660861,370.235503729819,409.865981881358,442.166286682295
"Carbon Dioxide as Carbon",1A3biii,"Road transport - HGV articulated - urban driving",DERV,kilotonne,421.575501590062,397.942720164954,361.369204552736,389.390306570766,406.810792581668,396.636375251787,400.832506800349,398.462040375013,375.022996059552,360.026126622297,341.671749841404,334.022843676715,342.018627597291,350.158989899598,353.46730185269,340.081719827421,328.12867547511,309.502244028338,278.861649070416,257.887180381768,254.453939714608,253.587573190062,242.58809571108,239.354034343358,243.727272055846,254.456778194008,265.603180573052,274.320878963927,285.167067372488,280.168291911987,260.417958083355,282.878223769806,272.324864442959
"Carbon Dioxide as Carbon",1A3biii,"Road transport - HGV rigid - urban driving",DERV,kilotonne,1065.81265554834,1007.49122153848,1022.37800696568,889.643952598169,876.432587417249,822.018557382181,842.026000174958,802.373677244674,771.09777808776,744.46878941794,740.729223912655,753.157426945304,765.346296120416,798.367866098562,784.869002162161,794.247955686592,770.386287991097,743.89583597172,677.474355102118,610.746845913088,611.20395648355,592.666524000365,577.464188611729,559.097590764457,574.924573493706,560.660642349421,540.955673018886,507.27103407402,483.708842721025,457.326312175443,443.776279199124,485.068929474143,457.499606210601
"Carbon Dioxide as Carbon",1A3biii,"Road transport - buses and coaches - motorway driving",DERV,kilotonne,128.303659242615,114.016400122421,120.488697247292,106.955285441606,111.435954354378,109.289785990361,112.219815426153,114.987564188883,120.04769998841,104.62956622421,98.7173709618961,95.3788008079128,89.0778925300296,84.9365753926715,84.166944937891,84.4079801764275,99.1757704465325,82.7610165124656,76.6227410674637,73.0351205516717,77.7720305476649,75.0482609358424,71.1903248354179,71.6692980797549,68.4862299844964,65.712537283114,61.6658742837228,59.8177607051503,60.4575105003671,57.9419655418199,22.8301962343081,23.9190059608888,35.3362699169755
"Carbon Dioxide as Carbon",1A3biii,"Road transport - HGV articulated - motorway driving",DERV,kilotonne,1181.80986050392,1118.71113493317,1092.57024601771,1343.35836414285,1413.71145129659,1440.61560923747,1542.31413832476,1606.79915308214,1571.70833602522,1614.31398407118,1625.48635423473,1624.61513592993,1649.45419541944,1634.92188701232,1738.636734852,1737.30488605917,1745.09306628034,1775.0949938401,1632.12502706495,1498.01469253207,1566.75489979661,1554.38470939444,1576.65048707864,1612.68468916083,1660.98787970532,1739.30426170897,1781.00675678118,1802.11976020322,1812.01101605484,1773.81447629373,1754.45074845877,1913.38143401969,1796.99965047801
"Carbon Dioxide as Carbon",1A3biii,"Road transport - HGV rigid - motorway driving",DERV,kilotonne,623.559204678489,555.162170364795,552.824741439014,571.3212411036,596.966605321562,596.806664650393,616.359502112967,621.201534393899,624.831784944534,619.109780943766,599.497451790198,598.542599315143,602.088980644158,602.965039031332,611.270462632158,610.034971471866,608.90863680413,607.767058339162,583.100632855357,549.40570416677,570.672585193147,530.978702891966,494.894630281814,487.610766136676,508.534131860515,552.364368937172,570.839372979209,576.737171277234,576.099732865162,557.144579106423,502.971935288169,554.124049290344,518.502597050504
"Carbon Dioxide as Carbon",1A3biii,"Road transport - general","Natural gas",kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.65178115688454,24.7573897679926,44.0064089965766,48.6895015778933,48.6156295367656
"Carbon Dioxide as Carbon",1A3biv,"Road transport - motorcycle (>50cc  4st) - rural driving",Petrol,kilotonne,60.0446123253013,63.6648694591949,54.5360154608166,48.8666367997863,48.1324238307272,47.170961961559,47.2055998985371,49.4656161562309,50.6297906176675,57.1677712806251,56.8880531650715,56.2720839477438,60.0468615639763,60.7413930819446,57.0229128988255,57.902149083958,55.2421298380328,55.4151618779322,56.7153898179188,54.3180431679924,46.2113833181473,49.4882067919356,42.562823658728,45.8710384241713,48.0452208072015,47.1979429651293,44.3791783551509,44.2357295095547,43.9817215482852,43.1317558772772,34.243539679591,36.5252665822301,40.4243615985742
"Carbon Dioxide as Carbon",1A3biv,"Road transport - mopeds (<50cc 2st) - urban driving",Petrol,kilotonne,14.1542086076277,12.7823986657737,10.607615396321,8.43392098995323,8.08952520284512,7.05399550812178,6.51054186538854,6.13007633972327,6.07447513417756,6.73270699983424,7.33763223932842,7.77775284444233,7.63879521411073,8.33017458351953,6.91927733747577,6.90030341441095,5.70184196677827,5.94155943770189,4.78412108672967,4.38740334836427,3.74714142389034,3.49185751893942,2.99135005335733,2.62515003000295,2.43549258868717,2.18628757822532,1.80147928024224,1.85187537725346,1.59286187926792,1.48334209216218,1.22354586372183,1.40065798945054,1.44769326181556
"Carbon Dioxide as Carbon",1A3biv,"Road transport - mopeds (<50cc 2st) - urban driving",Lubricants,kilotonne,0.448867442922933,0.410672845761341,0.338231552617801,0.268674541328943,0.267959138716503,0.244412497983398,0.224752323424393,0.21164024421027,0.210159689173688,0.227562710921044,0.253942437163396,0.27970509716296,0.278177271177911,0.314303763366145,0.265185270129366,0.26898023894463,0.235783323526795,0.25574343130231,0.209990433382467,0.205698338981574,0.185279742469622,0.178459476449915,0.159395178193523,0.146218125214151,0.141655747346656,0.133024356696299,0.118506027663713,0.120319770136268,0.108676466805498,0.10340701780801,0.0868185411814789,0.104556604726069,0.11144401233401
